Title,Type,ISSN,ISSN_A,ISSN_B,SJR,HINDEX,JCR
Journal of Cognition and Culture,journal,"15677095, 15685373",15677095, 15685373,0.37,50,0.37
Scientia et Fides,journal,"23007648, 23535636",23007648, 23535636,0.37,10,0.37
Studies in Agricultural Economics,journal,"14182106, 20630476",14182106, 20630476,0.37,20,0.37
Western Journal of Communication,journal,10570314,10570314,,0.37,54,0.37
Emu,journal,"14485540, 01584197",14485540, 01584197,0.37,48,0.37
European Burn Journal,journal,26731991,26731991,,0.37,7,0.37
Homeopathy,journal,"14754916, 14764245",14754916, 14764245,0.37,44,0.37
Howard Journal of Communications,journal,"10964649, 10646175",10964649, 10646175,0.37,42,0.37
Issues in Ecology,book series,10928987,10928987,,0.37,8,0.37
Journal of Fish and Wildlife Management,journal,1944687X,1944687X,,0.37,29,0.37
Journal of Phytopathology,journal,"09311785, 14390434",09311785, 14390434,0.37,74,0.37
Manufacturing Technology,journal,12132489,12132489,,0.37,31,0.37
SA Journal of Human Resource Management,journal,"2071078X, 16837584",2071078X, 16837584,0.37,20,0.37
Aequationes Mathematicae,journal,"00019054, 14208903",00019054, 14208903,0.37,40,0.37
African Health Sciences,journal,16806905,16806905,,0.37,63,0.37
Crystal Research and Technology,journal,"15214079, 02321300",15214079, 02321300,0.37,74,0.37
Hepatic Oncology,journal,"20450923, 20450931",20450923, 20450931,0.37,3,0.37
International Ophthalmology Clinics,journal,"15369617, 00208167",15369617, 00208167,0.37,50,0.37
Journal of Superconductivity and Novel Magnetism,journal,"15571947, 15571939",15571947, 15571939,0.37,63,0.37
Medical Mycology Case Reports,journal,22117539,22117539,,0.37,25,0.37
Portugaliae Mathematica,journal,"16622758, 00325155",16622758, 00325155,0.37,16,0.37
"Proceedings of the Institution of Mechanical Engineers, Part A: Journal of Power and Energy",journal,"20412967, 09576509",20412967, 09576509,0.37,73,0.37
Philosophia (United States),journal,"00483893, 15749274",00483893, 15749274,0.369,29,0.369
Advances in Weed Science,journal,26759462,26759462,,0.369,38,0.369
Automatika,journal,00051144,00051144,,0.369,33,0.369
Decisions in Economics and Finance,journal,"15938883, 11296569",15938883, 11296569,0.369,18,0.369
Estudios Constitucionales,journal,"07185200, 07180195",07185200, 07180195,0.369,15,0.369
European Labour Law Journal,journal,"23995556, 20319525",23995556, 20319525,0.369,11,0.369
Journal of Community Practice,journal,"15433706, 10705422",15433706, 10705422,0.369,40,0.369
"Journal of Occupational Therapy, Schools, and Early Intervention",journal,"19411243, 19411251",19411243, 19411251,0.369,19,0.369
Radiological Physics and Technology,journal,"18650341, 18650333",18650341, 18650333,0.369,30,0.369
Resources and Environment in the Yangtze Basin,journal,10048227,10048227,,0.369,16,0.369
Biochemistry and Molecular Biology Education,journal,"15393429, 14708175",15393429, 14708175,0.369,50,0.369
"Ear, Nose and Throat Journal",journal,"01455613, 19427522",01455613, 19427522,0.369,56,0.369
Economics of Energy and Environmental Policy,journal,"21605890, 21605882",21605890, 21605882,0.369,32,0.369
Education and Training in Autism and Developmental Disabilities,journal,21541647,21541647,,0.369,59,0.369
European Journal of Educational Research,journal,21658714,21658714,,0.369,29,0.369
Hepatology Forum,journal,27577392,27577392,,0.369,10,0.369
Herz,journal,"16156692, 03409937",16156692, 03409937,0.369,58,0.369
IEEE Electrical Insulation Magazine,journal,08837554,08837554,,0.369,89,0.369
IETE Journal of Research,journal,"0974780X, 03772063",0974780X, 03772063,0.369,40,0.369
IMA Journal of Mathematical Control and Information,journal,"02650754, 14716887",02650754, 14716887,0.369,44,0.369
International Journal of Advances in Soft Computing and its Applications,journal,20748523,20748523,,0.369,26,0.369
Izvestiya Instituta Matematiki i Informatiki Udmurtskogo Gosudarstvennogo Universiteta,journal,"22263594, 24101737",22263594, 24101737,0.369,6,0.369
Journal of Carbohydrate Chemistry,journal,"15322327, 07328303",15322327, 07328303,0.369,41,0.369
Marine Biology Research,journal,"17451000, 17451019",17451000, 17451019,0.369,47,0.369
New Microbiologica,journal,11217138,11217138,,0.369,48,0.369
Particulate Science and Technology,journal,"15480046, 02726351",15480046, 02726351,0.369,52,0.369
Remote Sensing Letters,journal,"2150704X, 21507058",2150704X, 21507058,0.369,61,0.369
Research of Environmental Sciences,journal,10016929,10016929,,0.369,32,0.369
Current Geriatrics Reports,journal,21967865,21967865,,0.369,23,0.369
DiGeSt - Journal of Diversity and Gender Studies,journal,"25930281, 25930273",25930281, 25930273,0.368,7,0.368
Journal of Al-Tamaddun,journal,"18237517, 22892672",18237517, 22892672,0.368,6,0.368
Rhetoric Society Quarterly,journal,"1930322X, 02773945",1930322X, 02773945,0.368,29,0.368
Southeast European and Black Sea Studies,journal,"17439639, 14683857",17439639, 14683857,0.368,31,0.368
Acta Scientiarum - Agronomy,journal,"18078621, 16799275",18078621, 16799275,0.368,35,0.368
Acta Zoologica,journal,"14636395, 00017272",14636395, 00017272,0.368,44,0.368
Chinese Journal of Nursing,journal,02541769,02541769,,0.368,11,0.368
Forests Trees and Livelihoods,journal,14728028,14728028,,0.368,34,0.368
Journal of Adult Protection,journal,14668203,14668203,,0.368,22,0.368
Journal of Arachnology,journal,01618202,01618202,,0.368,53,0.368
Journal of Globalization and Development,journal,"19481837, 21946353",19481837, 21946353,0.368,10,0.368
Advances in the Theory of Nonlinear Analysis and its Applications,journal,25872648,25872648,,0.368,16,0.368
AsiaIntervention,journal,"24263958, 24910929",24263958, 24910929,0.368,7,0.368
Ensenanza de las Ciencias,journal,"02124521, 21746486",02124521, 21746486,0.368,23,0.368
International Journal of Aerospace Engineering,journal,"16875974, 16875966",16875974, 16875966,0.368,36,0.368
International Journal of Disaster Resilience in the Built Environment,journal,"17595916, 17595908",17595916, 17595908,0.368,34,0.368
International Journal of Energy and Water Resources,journal,"25383604, 25220101",25383604, 25220101,0.368,19,0.368
International Studies of Management and Organization,journal,"00208825, 15580911",00208825, 15580911,0.368,35,0.368
"Journal of comparative psychology (Washington, D.C. : 1983)",journal,"07357036, 19392087",07357036, 19392087,0.368,93,0.368
Leading Edge,journal,"19383789, 1070485X",19383789, 1070485X,0.368,100,0.368
Mineralogia,journal,"18998526, 18998291",18998526, 18998291,0.368,13,0.368
Photonic Network Communications,journal,"1387974X, 15728188",1387974X, 15728188,0.368,48,0.368
Probability and Mathematical Statistics,journal,02084147,02084147,,0.368,13,0.368
Psychiatry International,journal,26735318,26735318,,0.368,9,0.368
Research in Human Development,journal,"15427617, 15427609",15427617, 15427609,0.368,36,0.368
Stats,journal,2571905X,2571905X,,0.368,14,0.368
Transformation in Higher Education,journal,"25195638, 24150991",25195638, 24150991,0.368,8,0.368
"Proceedings - International Conference on Image Processing, ICIP",conference and proceedings,15224880,15224880,,0.368,125,0.368
International Journal of Language Education,journal,"25488457, 25488465",25488457, 25488465,0.367,14,0.367
Journal for Cultural Research,journal,14797585,14797585,,0.367,25,0.367
Journal of Beliefs and Values,journal,"13617672, 14699362",13617672, 14699362,0.367,27,0.367
Wounds,journal,"19432704, 10447946",19432704, 10447946,0.367,52,0.367
Bragantia,journal,"00068705, 16784499",00068705, 16784499,0.367,41,0.367
Brazilian Journal of Operations and Production Management,journal,"16798171, 22378960",16798171, 22378960,0.367,16,0.367
Critique of Anthropology,journal,"14603721, 0308275X",14603721, 0308275X,0.367,54,0.367
East European Politics and Societies,journal,"15338371, 08883254",15338371, 08883254,0.367,50,0.367
Journal fur Verbraucherschutz und Lebensmittelsicherheit,journal,16615751,16615751,,0.367,36,0.367
Journal of Indian Society of Periodontology,journal,"09751580, 0972124X",09751580, 0972124X,0.367,45,0.367
Journal of the Brazilian Computer Society,journal,"01046500, 16784804",01046500, 16784804,0.367,25,0.367
Laws,journal,2075471X,2075471X,,0.367,18,0.367
Lixue Xuebao/Chinese Journal of Theoretical and Applied Mechanics,journal,04591879,04591879,,0.367,35,0.367
Opiniao Publica,journal,"01046276, 18070191",01046276, 18070191,0.367,24,0.367
SAE International Journal of Electrified Vehicles,journal,"26913755, 26913747",26913755, 26913747,0.367,30,0.367
Advances in Cognitive Psychology,journal,18951171,18951171,,0.367,37,0.367
Advances in Surgery,book series,00653411,00653411,,0.367,40,0.367
Annali di Igiene Medicina Preventiva e di Comunita,journal,11209135,11209135,,0.367,32,0.367
Archives of Iranian Medicine,journal,"10292977, 17353947",10292977, 17353947,0.367,63,0.367
Australian Journal of Teacher Education,journal,"1835517X, 03135373",1835517X, 03135373,0.367,49,0.367
Brazilian Journal of Chemical Engineering,journal,01046632,01046632,,0.367,66,0.367
Clinical Case Studies,journal,"15346501, 15523802",15346501, 15523802,0.367,28,0.367
Clinical Nephrology,journal,03010430,03010430,,0.367,83,0.367
Estonian Journal of Earth Sciences,journal,17364728,17364728,,0.367,30,0.367
GeoHazards,journal,2624795X,2624795X,,0.367,9,0.367
Hepatoma Research,journal,"24542520, 23945079",24542520, 23945079,0.367,16,0.367
Journal of Computational Mathematics,journal,02549409,02549409,,0.367,45,0.367
Journal of Innovations in Cardiac Rhythm Management,journal,"21563977, 21563993",21563977, 21563993,0.367,10,0.367
Journal of Pipeline Systems Engineering and Practice,journal,"19491190, 19491204",19491190, 19491204,0.367,39,0.367
New Zealand Journal of Mathematics,journal,11794984,11794984,,0.367,5,0.367
Social Behavior and Personality,journal,"11796391, 03012212",11796391, 03012212,0.367,78,0.367
Turkish Journal of Haematology,journal,"13007777, 13085263",13007777, 13085263,0.367,25,0.367
Urology Research and Practice,journal,29801478,29801478,,0.367,23,0.367
Australian Journal of Language and Literacy,journal,10381562,10381562,,0.366,32,0.366
"Journal of Religion, Spirituality and Aging",journal,"15528030, 15528049",15528030, 15528049,0.366,23,0.366
"Logos: Revista de Linguistica, Filosofia y Literatura",journal,"07167520, 07193262",07167520, 07193262,0.366,6,0.366
Studies in Digital Heritage,journal,25741748,25741748,,0.366,12,0.366
Arid Zone Research,journal,10014675,10014675,,0.366,17,0.366
Beijing Ligong Daxue Xuebao/Transaction of Beijing Institute of Technology,journal,10010645,10010645,,0.366,27,0.366
Biodiversitas,journal,"1412033X, 20854722",1412033X, 20854722,0.366,33,0.366
Development in Practice,journal,"13649213, 09614524",13649213, 09614524,0.366,57,0.366
Hague Journal of Diplomacy,journal,"1871191X, 18711901",1871191X, 18711901,0.366,31,0.366
IEEE Latin America Transactions,journal,15480992,15480992,,0.366,39,0.366
International Negotiation,journal,"1382340X, 15718069",1382340X, 15718069,0.366,25,0.366
Journal of Comparative Pathology,journal,"00219975, 15323129",00219975, 15323129,0.366,84,0.366
Journal of Dental Hygiene,journal,"15530205, 1043254X",15530205, 1043254X,0.366,34,0.366
Journal of Field Ornithology,journal,"02738570, 15579263",02738570, 15579263,0.366,56,0.366
Journal of Irrigation and Drainage Engineering - ASCE,journal,"07339437, 19434774",07339437, 19434774,0.366,88,0.366
"Metallography, Microstructure, and Analysis",journal,"21929262, 21929270",21929262, 21929270,0.366,32,0.366
"Progress in Community Health Partnerships: Research, Education, and Action",journal,"1557055X, 15570541",1557055X, 15570541,0.366,35,0.366
Revista Brasileira de Farmacognosia,journal,"0102695X, 1981528X",0102695X, 1981528X,0.366,64,0.366
Revista Iberoamericana de Tecnologias del Aprendizaje,journal,19328540,19328540,,0.366,25,0.366
RIAI - Revista Iberoamericana de Automatica e Informatica Industrial,journal,"16977920, 16977912",16977920, 16977912,0.366,22,0.366
Atmosfera,journal,01876236,01876236,,0.366,41,0.366
ChemistrySelect,journal,23656549,23656549,,0.366,70,0.366
Current Medical Mycology,journal,"24233420, 24233439",24233420, 24233439,0.366,18,0.366
Experimental Techniques,journal,"07328818, 17471567",07328818, 17471567,0.366,45,0.366
Gradevinar,trade journal,"03502465, 13339095",03502465, 13339095,0.366,27,0.366
Indian Journal of Medical Microbiology,journal,"02550857, 19983646",02550857, 19983646,0.366,59,0.366
Journal of Clinical Ultrasound,journal,"00912751, 10970096",00912751, 10970096,0.366,69,0.366
Medical Science Monitor Basic Research,journal,"23254394, 23254416",23254394, 23254416,0.366,29,0.366
Software Impacts,journal,26659638,26659638,,0.366,21,0.366
HAHR - Hispanic American Historical Review,journal,00182168,00182168,,0.365,30,0.365
International Indigenous Policy Journal,journal,19165781,19165781,,0.365,27,0.365
Journal of Arts Management Law and Society,journal,"10632921, 19307799",10632921, 19307799,0.365,27,0.365
L1 Educational Studies in Language and Literature,journal,"15731731, 15676617",15731731, 15676617,0.365,20,0.365
Legal Theory,journal,"13523252, 14698048",13523252, 14698048,0.365,38,0.365
Revista de Filologia Romanica,journal,"0212999X, 19882815",0212999X, 19882815,0.365,7,0.365
Social Compass,journal,"00377686, 14617404",00377686, 14617404,0.365,41,0.365
ACM Transactions on Modeling and Performance Evaluation of Computing Systems,journal,"23763647, 23763639",23763647, 23763639,0.365,16,0.365
Acta Zoologica Academiae Scientiarum Hungaricae,journal,12178837,12178837,,0.365,28,0.365
Biodemography and Social Biology,journal,"19485573, 19485565",19485573, 19485565,0.365,38,0.365
Canadian Foreign Policy Journal,journal,"21570817, 11926422",21570817, 11926422,0.365,13,0.365
International Journal of Six Sigma and Competitive Advantage,journal,"14792753, 14792494",14792753, 14792494,0.365,29,0.365
International Journal of Veterinary Science,journal,"23043075, 23054360",23043075, 23054360,0.365,17,0.365
Journal of Infection Prevention,journal,"17571774, 17571782",17571774, 17571782,0.365,26,0.365
Journal of Neonatal Nursing,journal,13551841,13551841,,0.365,30,0.365
Journal of World Trade,journal,"22102795, 10116702",22102795, 10116702,0.365,38,0.365
Review of Economic Design,journal,"14344750, 14344742",14344750, 14344742,0.365,27,0.365
Wine Economics and Policy,journal,"22133968, 22129774",22133968, 22129774,0.365,37,0.365
Aldrichimica Acta,journal,00025100,00025100,,0.365,62,0.365
Australian Journal of Structural Engineering,journal,13287982,13287982,,0.365,26,0.365
Dermatologica Sinica,journal,10278117,10278117,,0.365,23,0.365
ETS Research Report Series,journal,23308516,23308516,,0.365,26,0.365
"Families, Systems and Health",journal,"10917527, 19390602",10917527, 19390602,0.365,57,0.365
Fibonacci Quarterly,journal,00150517,00150517,,0.365,31,0.365
Information Display,journal,"03620972, 2637496X",03620972, 2637496X,0.365,24,0.365
Journal of International Accounting Research,journal,"15588025, 15426297",15588025, 15426297,0.365,31,0.365
Journal of Structural Fire Engineering,journal,"20402317, 20402325",20402317, 20402325,0.365,22,0.365
